舙	huà
舙	qì
舚	tiàn
舛	chuǎn
舜	shùn
舝	xiá
舞	wǔ
舟	zhōu
舠	dāo
舡	chuán
舡	xiāng
舢	shān
舣	yǐ
舤	fán
舥	pā
舦	tài
舧	fán
舨	bǎn
舩	chuán
舩	fán
航	háng
舫	fǎng
般	bān
般	bō
般	bǎn
般	pán
舭	bǐ
舮	lú
舯	zhōng
舰	jiàn
舱	cāng
舲	líng
舳	zhú
舳	zhǒu
舴	zé
舵	duò
舶	bó
舷	xián
舸	gě
船	chuán
舺	xiá
舻	lú
舼	hóng
舼	qióng
舽	féng
舽	páng
舾	xī
舿	kuā
艀	fú
艁	zào
艂	féng
艃	lí
艄	shào
艄	shāo
艅	yú
艆	láng
艇	tǐng
艈	yù
艉	wěi
艊	bó
艋	měng
艌	niàn
艌	qiàn
艍	jū
艎	huáng
艏	shǒu
艐	jiè
艐	kè
艐	zōng
艑	biàn
艒	mò
艒	mù
艓	dié
艔	dào
艕	bàng
艖	chā
艗	yì
艘	sōu
艙	cāng
艚	cáo
艛	lóu
艜	dài
艝	xuě
艞	tiào
艞	yào
艟	chōng
艟	tóng
艟	zhuàng
艠	dēng
艡	dāng
艢	qiáng
艣	lǔ
艤	yǐ
艥	jí
艦	jiàn
艧	huò
艧	wò
艨	méng
艩	qí
艪	lǔ
艫	lú
艬	chán
艭	shuāng
艮	gèn
艮	gěn
艮	hén
良	liáng
良	liǎng
艰	jiān
艱	jiān
色	shǎi
色	sè
艳	yàn
艴	bó
艴	fú
艴	pèi
艵	pīng
艶	yàn
艷	yàn
艸	cǎo
艹	cao
艺	yì
艻	jí
艻	lè
艼	dǐng
艼	tīng
艽	jiāo
艽	qiú
艾	yì
艾	ài
艿	nǎi
艿	rèng
艿	réng
芀	tiáo
芁	jiāo
节	jié
芃	péng
芄	wán
芅	yì
芆	chā
芆	chāi
芇	mián
芈	mǐ
芉	gān
芉	gǎn
芊	qiàn
芊	qiān
芋	xū
芋	yù
芋	yú
芋	yǔ
芌	yù
芍	dì
芍	què
芍	sháo
芍	xiào
芎	qiōng
芎	xiōng
芏	dù
芐	hù
芐	xià
芑	qǐ
芒	huāng
芒	huǎng
芒	máng
芓	zì
芓	zī
芓	zǐ
芔	huì
芔	hū
芕	suī
芖	zhì
芗	xiāng
芘	bì
芘	bǐ
芘	pí
芙	fú
芚	chūn
芚	tún
芛	wěi
芜	wú
芝	zhī
芞	qì
芟	shān
芟	wěi
芠	wén
芡	qiàn
芢	rén
芣	fú
芣	fū
芣	fǒu
芤	kōu
芥	gài
芥	jiè
芦	hù
芦	lú
芧	xù
芧	zhù
芨	jī
芩	qín
芩	yín
芪	chí
芪	qí
芫	yuán
芫	yán
芬	fēn
芭	bā
芭	pā
芮	ruì
芮	ruò
芯	xìn
芯	xīn
芰	jì
花	huā
芲	huā
芳	fāng
芴	hū
芴	wù
芵	jué
芶	gǒu
芷	zhǐ
芸	yùn
芸	yún
芹	qín
芺	ǎo
芻	chú
芻	zōu
芼	mào
芽	yá
芾	fèi
芾	fú
芿	rèng
苀	háng
苁	cōng
苂	yín
苃	yǒu
苄	biàn
苅	yì
苆	qiē
苇	wěi
苈	lì
苉	pǐ
苊	è
苋	xiàn
苌	cháng
苍	cāng
苎	zhù
苏	sū
苐	dì
苐	tí
苑	yuàn
苑	yuān
苑	yù
苑	yùn
苒	rǎn
苓	lián
苓	líng
苔	tái
苔	tāi
苕	sháo
苕	tiáo
苖	dí
苗	miáo
苘	qǐng
苙	jī
苙	lì
苚	yòng
苛	hē
苛	kē
苜	mù
苝	bèi
苞	biāo
苞	bāo
苞	páo
苟	gōu
苟	gǒu
苠	mín
苡	yǐ
苢	yǐ
苣	jù
苣	qǔ
苤	piě
苤	pī
若	ruò
若	rè
若	ré
苦	gǔ
苦	hù
苦	kǔ
苧	níng
苧	zhù
苨	nǐ
苩	bó
苩	pā
苪	bǐng
苫	chān
苫	shàn
苫	shān
苫	tiān
苬	xiú
苭	yǎo
苮	xiān
苯	běn
苰	hóng
英	yāng
英	yīng
苲	zhà
苲	zhǎ
苲	zuó
苳	dōng
苴	bāo
苴	chá
苴	jiē
苴	jū
苴	xié
苴	zhǎ
苴	zū
苵	dié
苶	niè
苶	nié
苷	gān
苸	hū
苹	píng
苹	pēng
苺	méi
苻	fú
苻	pú
苼	ruí
苼	shēng
苽	guā
苽	gū
苾	bié
苾	bì
苾	mì
苿	wèi
茀	bèi
茀	bì
茀	bó
茀	fèi
茀	fú
茁	zhuó
茁	zhú
茂	mào
范	fàn
茄	jiā
茄	qié
茅	máo
茆	máo
茆	mǎo
茇	bá
茇	fèi
茇	pèi
茈	chái
茈	cí
茈	cǐ
茈	zǐ
茉	mò
茊	zī
茋	dǐ
茌	chí
茍	jì
茎	jīng
茏	lóng
茐	cōng
茑	niǎo
茒	yuán
茓	xué
茔	yíng
茕	qióng
茖	gé
茖	luò
茗	míng
茘	lì
茙	róng
茚	yìn
茛	gèn
茛	jiàn
茜	qiàn
茜	xī
茝	chǎi
茝	zhǐ
茞	chén
茟	wěi
茟	yù
茠	hāo
茠	kòu
茠	xiū
茡	zì
茢	liè
茣	wú
茤	duō
茤	jì
茥	guì
茥	guī
茦	cì
茧	chóng
茧	jiǎn
茨	cí
茩	gòu
茪	guāng
茫	huǎng
茫	máng
茬	chá
茬	chí
茭	jiāo
茭	qiào
茭	xiào
茮	jiāo
茮	niǎo
茯	fú
茰	yú
茱	zhū
茲	cí
茲	zī
茳	jiāng
茴	huí
茵	yīn
茶	chá
茷	bá
茷	bó
茷	fá
茷	pèi
茸	róng
茸	rǒng
茹	rú
茺	chōng
茻	mǎng
茻	mǔ
茼	tóng
茽	zhòng
茾	qiān
茿	zhú
荀	xún
荁	huán
荂	fū
荃	chuò
荃	quán
荄	gāi
荅	dá
荅	dā
荅	tà
荆	jīng
荇	xìng
荈	chuǎn
草	cǎo
草	zào
荊	jīng
荋	ér
荌	àn
荍	qiáo
荎	chí
荏	rěn
荐	jiàn
荑	tí
荑	yí
荒	huáng
荒	huāng
荒	huǎng
荒	kāng
荓	píng
荓	pēng
荔	lì
荕	jīn
荖	chā
荖	lǎo
荗	shù
荘	zhuāng
荙	dá
荚	jiá
荛	ráo
荜	bì
荝	cè
荞	qiáo
荟	huì
荠	jì
荡	dàng
荢	zì
荣	róng
荤	hūn
荥	xíng
荦	luò
荧	yíng
荨	xún
荩	jìn
荪	sūn
荫	yīn
荬	mǎi
荭	hóng
荮	zhòu
药	yào
荰	dù
荱	wèi
荱	wěi
荲	lí
荳	dòu
荴	fū
荵	rěn
荶	yín
荷	hè
荷	hé
荷	hē
荸	bí
荹	bù
荹	pú
荺	yún
荺	yǔn
荻	dí
荼	chá
荼	shū
荼	tú
荼	yé
荽	suī
荽	wěi
荾	suī
荿	chéng
莀	chén
莀	nóng
莁	wú
莂	bié
莃	xī
莄	gěng
莅	lì
莆	fǔ
莆	pú
莇	zhù
莈	mò
莉	chí
莉	lì
莉	lí
莊	zhuāng
莋	jí
莋	zuó
莌	tuō
莍	qiú
莎	shā
莎	suī
莎	suō
莏	suō
莐	chén
莑	fēng
莑	péng
莒	jǔ
莓	méi
莔	méng
莔	qǐng
莔	xí
莕	xìng
莖	jīng
莖	yīng
莗	chē
莘	shēn
莘	xīn
莙	jūn
莚	yán
莛	tíng
莛	tǐng
莜	diào
莜	dí
莜	yóu
莝	cuò
莞	guān
莞	guǎn
莞	wǎn
莟	hàn
莠	xiù
莠	yǒu
莡	cuò
莢	jiá
莣	wáng
莤	sù
莤	yóu
莥	niǔ
莥	ròu
莦	shāo
莦	xiāo
莧	wàn
莧	xiàn
莨	liáng
莨	làng
莨	láng
莩	fú
莩	piǎo
莪	é
莫	mò
莫	mù
莬	miǎn
莬	wèn
莬	wǎn
莭	jié
莮	nán
莯	mù
莰	kǎn
莱	lái
莲	lián
莳	shí
莴	wō
莵	tù
莶	xiān
获	huò
莸	yóu
莹	yíng
莺	yīng
莻	gòng
莼	chún
莽	máng
莽	mǎng
莾	mǎng
莿	cì
菀	wǎn
菀	yù
菀	yùn
菁	jīng
菂	dì
菃	qú
菄	dōng
菅	guān
菅	jiān
菆	chù
菆	cuán
菆	cóng
菆	zōu
菇	gū
菈	lā
菉	lù
菊	jú
菋	wèi
菌	jùn
菌	jūn
菍	niè
菍	rěn
菎	kūn
菏	gē
菏	hé
菐	pú
菑	zì
菑	zāi
菑	zī
菒	gǎo
菓	guǒ
菔	fú
菕	lún
菖	chāng
菗	chóu
菘	sōng
菙	chuí
菚	zhàn
菛	mén
菜	cài
菝	bá
菞	lí
菟	tù
菟	tú
菠	bō
菡	hàn
菢	bào
菣	qìn
菤	juǎn
菥	sī
菥	xī
菦	qín
菧	dǐ
菨	jiē
菨	shà
菩	bèi
菩	bó
菩	pú
菪	dàng
菫	jǐn
菬	qiáo
菬	zhǎo
菭	chí
菭	tái
菭	zhī
菮	gēng
華	huà
華	huá
華	huā
華	kuā
菰	gū
菱	líng
菲	fèi
菲	fēi
菲	fěi
菳	jīn
菳	qín
菳	qīn
菴	yǎn
菴	ān
菵	wǎng
菶	běng
菷	zhǒu
菸	yù
菸	yān
菸	yū
菹	jù
菹	jū
菹	zū
菺	jiān
菻	lǐn
菼	tǎn
菽	jiāo
菽	shū
菾	tiàn
菾	tián
菿	dào
菿	dǎo
萀	hǔ
萁	jī
萁	qí
萂	hé
萃	cuì
萄	táo
萅	chūn
萆	bá
萆	bì
萆	bēi
萆	pì
萇	cháng
萈	huán
萉	fèi
萉	féi
萉	fú
萊	lái
萋	qī
萌	méng
萌	míng
萍	píng
萎	wèi
萎	wēi
萎	wěi
萏	dàn
萐	shà
萑	huán
萑	zhuī
萒	juàn
萒	yǎn
萓	yí
萔	tiáo
萕	qí
萖	wǎn
萗	cè
萘	nài
萙	zhěn
萚	tuò
萛	jiū
萜	tiē
萝	luó
萞	bì
萟	yì
萠	pān
萡	bo
萢	pāo
萣	dìng
萤	yíng
营	yíng
萦	yíng
萧	xiāo
萨	sà
萩	jiāo
萩	qiū
萪	kē
萫	xiàng
萬	wàn
萭	jǔ
萭	yǔ
萮	yù
萮	yú
萮	yǔ
萯	bèi
萯	fù
萰	liàn
萱	xuān
萲	xuān
萳	nán
萳	nǎn
萴	cè
萵	wō
萶	chǔn
萷	shuò
萷	shāo
萷	xiāo
萸	yú
萹	biān
萹	biǎn
萹	pián
萺	mào
萺	mù
萻	ān
萼	è
落	luò
落	luō
落	là
落	lào
萾	yíng
萿	huó
萿	kuò
葀	kuò
葁	jiāng
葂	miǎn
葃	zuò
葃	zé
葄	zuò
葅	zū
葆	bāo
葆	bǎo
葇	róu
葇	rǒu
葈	xǐ
葉	shè
葉	yè
葊	ān
葋	qú
葌	jiān
葍	fú
葎	lǜ
葏	jīng
葐	fén
葐	pén
葑	fèng
葑	fēng
葒	hóng
葓	hóng
葔	hóu
葕	yàn
葖	tū
著	chú
著	zhe
著	zhuó
著	zháo
著	zhù
著	zhāo
葘	zī
葙	xiāng
葚	rèn
葚	shèn
葛	gé
葛	gě
葜	qiā
葝	jìng
葝	qíng
葞	mǐ
葟	huáng
葠	shān
葠	shēn
葡	bèi
葡	pú
葢	gài
董	dǒng
董	zhǒng
葤	zhòu
葥	jiàn
葥	qián
葦	wěi
葧	bó
葨	wēi
葩	pā
葪	jì
葫	hú
葬	zàng
葭	jiā
葭	xiá
葮	duàn
葯	yào
葰	jùn
葰	suī
葰	suǒ
葱	chuāng
葱	cōng
葲	quán
葳	wēi
葴	qián
葴	zhēn
葵	kuí
葶	dǐng
葶	tíng
葷	hūn
葷	xūn
葸	xǐ
葹	shī
葺	qì
葻	lán
葼	zōng
葽	yāo
葽	yǎo
葾	yuān
葿	méi
蒀	yūn
蒁	shù
蒂	dì
蒃	zhuàn
蒄	guān
蒅	rǎn
蒆	xuē
蒇	chǎn
蒈	kǎi
蒉	kuì
蒊	huā
蒋	jiǎng
蒌	lóu
蒍	huā
蒍	kuī
蒍	wěi
蒍	é
蒎	pài
蒏	you
蒐	huì
蒐	sōu
蒑	yīn
蒒	shī
蒓	chún
蒔	shì
蒔	shí
蒕	yūn
蒖	zhēn
蒗	làng
蒘	ná
蒘	rú
蒙	méng
蒙	mēng
蒙	měng
蒚	lì
蒛	quē
蒜	suàn
蒝	huán
蒝	yuán
蒞	lì
蒟	jǔ
蒠	xī
蒡	bàng
蒡	páng
蒢	chú
蒣	shú
蒣	xú
蒤	tú
蒥	liú
蒦	huò
蒦	wò
蒧	diǎn
蒨	qiàn
蒩	jí
蒩	jù
蒩	zū
蒪	pò
蒫	cuó
蒬	yuān
蒭	chú
蒮	yù
蒯	kuài
蒯	kuǎi
蒰	pán
蒱	pú
蒲	bó
蒲	pú
蒳	nà
蒴	shuò
蒵	xì
蒵	xí
蒶	fén
蒷	yún
蒸	zhēng
蒹	jiān
蒺	jí
蒻	ruò
蒼	cāng
蒼	cǎng
蒽	ēn
蒾	mí
蒿	gǎo
蒿	hāo
蓀	sūn
蓁	qín
蓁	zhēn
蓂	mì
蓂	míng
蓃	sōu
蓃	sǒu
蓄	xù
蓅	liú
蓆	xí
蓇	gū
蓇	gǔ
蓈	láng
蓉	róng
蓊	wěng
蓋	gài
蓋	gě
蓌	cuò
蓍	shī
蓎	táng
蓏	luǒ
蓐	rù
蓑	suī
蓑	suō
蓒	xuān
蓓	bèi
蓔	yǎo
蓔	zhuó
蓕	guì
蓖	bì
蓗	zǒng
蓘	gǔn
蓙	zuò
蓚	tiáo
蓛	cè
蓜	pèi
蓝	lán
蓞	dàn
蓟	jì
蓠	lí
蓡	shēn
蓢	lǎng
蓣	yù
蓤	líng
蓥	yíng
蓦	mò
蓧	diào
蓧	dí
蓧	tiáo
蓨	tiáo
蓨	xiū
蓩	mǎo
蓪	tōng
蓫	chù
蓫	zhú
蓬	pèng
蓬	péng
蓭	ān
蓮	lián
蓮	liǎn
蓯	cōng
蓯	sǒng
蓯	zǒng
蓰	xǐ
蓱	píng
蓲	fū
蓲	qiū
蓲	xū
蓲	ōu
蓳	jǐn
蓴	chún
蓴	tuán
蓵	jié
蓶	wéi
蓷	tuī
蓸	cáo
蓹	yù
蓺	yì
蓻	jí
蓻	jú
蓻	zí
蓼	liǎo
蓼	liǔ
蓼	lù
蓼	lǎo
蓽	bì
蓾	lǔ
蓿	sù
蓿	xu
蔀	bù
蔁	zhāng
蔂	léi
蔃	jiàng
蔃	qiáng
蔄	màn
蔅	yán
蔆	líng
蔇	jì
蔇	xì
蔈	biào
蔈	biāo
蔈	piào
蔈	piǎo
蔉	gǔn
蔊	hǎn
蔋	dí
蔌	sù
蔍	cū
蔍	lù
蔎	shè
蔏	shāng
蔐	dí
蔑	miè
蔒	xūn
蔓	màn
蔓	mán
蔓	wàn
蔔	bo
蔔	bó
蔕	chài
蔕	dài
蔕	dì
蔖	cuó
蔖	cǔ
蔖	zhā
蔗	zhè
蔘	shēn
蔘	sān
蔘	sǎn
蔙	xuàn
蔚	wèi
蔚	yù
蔛	hú
蔜	áo
蔝	mǐ
蔞	jù
蔞	liǔ
蔞	lóu
蔞	lǚ
蔟	chuò
蔟	còu
蔟	cù
蔠	zhōng
蔡	cài
蔡	cā
蔡	sà
蔢	bò
蔢	pó
蔣	jiāng
蔣	jiǎng
蔤	mì
蔥	cōng
蔦	niǎo
蔧	huì
蔨	juàn
蔨	jùn
蔩	yín
蔪	jiàn
蔪	jiān
蔪	shān
蔫	niān
蔫	yàn
蔫	yān
蔬	shū
蔬	shǔ
蔭	yìn
蔭	yīn
蔮	guó
蔯	chén
蔰	hù
蔱	shā
蔲	kòu
蔳	qiàn
蔴	má
蔵	cáng
蔵	zāng
蔶	zé
蔷	qiáng
蔸	dōu
蔹	liǎn
蔺	lìn
蔻	kòu
蔼	ǎi
蔽	biē
蔽	bì
蔽	piē
蔾	lí
蔿	wěi
蕀	jí
蕁	qián
蕁	tán
蕁	xún
蕂	shèng
蕃	bō
蕃	fán
蕃	fān
蕃	pí
蕄	méng
蕅	ǒu
蕆	chǎn
蕇	diǎn
蕈	tán
蕈	xùn
蕉	jiāo
蕉	qiáo
蕉	qiāo
蕊	juǎn
蕊	ruǐ
蕋	ruǐ
蕌	lěi
蕍	yú
蕎	jiāo
蕎	qiáo
蕏	chú
蕐	huá
蕑	jiān
蕒	mǎi
蕓	yún
蕔	bāo
蕕	yóu
蕖	qú
蕗	lù
蕘	ráo
蕘	yáo
蕙	huì
蕚	è
蕛	tí
蕜	fěi
蕝	jué
蕝	zuì
蕞	jué
蕞	zhuó
蕞	zuì
蕟	fà
蕟	fèi
蕠	rú
蕡	fèi
蕡	fén
蕢	kuài
蕢	kuì
蕣	shùn
蕤	ruí
蕥	yǎ
蕦	xū
蕧	fù
蕨	jué
蕩	dàng
蕩	tàng
蕩	tāng
蕪	wú
蕪	wǔ
蕫	dǒng
蕬	sī
蕭	xiāo
蕮	xì
蕯	lóng
蕰	wēn
蕰	yùn
蕱	shāo
蕲	qí
蕳	jiān
蕴	yùn
蕵	sūn
蕶	líng
蕷	yù
蕸	xiá
蕹	wèng
蕹	yōng
蕺	jí
蕺	qiè
蕻	hòng
蕻	hóng
蕼	sì
蕽	nóng
蕾	lěi
蕿	xuān
薀	yùn
薁	yù
薁	ào
薂	xiào
薂	xí
薃	hào
薄	báo
薄	bò
薄	bó
薄	bù
薅	hāo
薆	ài
薇	wēi
薈	huì
薉	huì
薊	jì
薋	cí
薋	zī
薌	xiāng
薌	xiǎng
薍	luàn
薍	wàn
薎	miè
薏	yì
薐	léng
薑	jiāng
薒	càn
薓	shēn
薔	qiáng
薔	sè
薕	lián
薖	kē
薗	yuán
薘	dá
薙	tì
薙	zhì
薚	tāng
薛	xuē
薜	bài
薜	bì
薜	bò
薜	bó
薜	pì
薝	zhān
薞	sūn
薟	kàn
薟	liǎn
薟	xiān
薟	yán
薠	fán
薡	dǐng
薢	xiè
薣	gǔ
薤	xiè
薥	shǔ
薥	zhú
薦	jiàn
薧	hāo
薧	kǎo
薨	hōng
薩	sà
薪	xīn
薫	xūn
薬	yào
薭	bài
薮	sǒu
薯	shǔ
薰	xūn
薱	duì
薲	pín
薳	wěi
薳	yuǎn
薴	níng
薵	chóu
薵	dào
薵	zhòu
薶	mái
薶	wō
薷	rú
薸	piáo
薹	tái
薺	cí
薺	jì
薺	qì
薻	zǎo
薼	chén
薽	zhēn
薾	ěr
薿	nǐ
藀	yíng
藁	gǎo
藂	còng
藂	cóng
藃	hào
藃	hè
藃	xiāo
藄	qí
藅	fá
藆	jiǎn
藇	xù
藇	xū
藇	yù
藇	yú
藇	yǔ
藈	kuí
藉	jiè
藉	jí
藊	biǎn
藋	diào
藋	dí
藋	zhuó
藌	mì
藍	lán
藎	jìn
藏	cáng
藏	zàng
藏	zāng
藐	miǎo
藐	mò
藑	qióng
藒	qiè
藓	xiǎn
藔	liáo
藕	ǒu
藖	qiān
藖	xián
藗	sù
藘	lǘ
藙	yì
藚	xù
藛	xiě
藜	lí
藝	yì
藞	lǎ
藟	lěi
藠	jiào
藡	dí
藢	zhǐ
藣	bēi
藤	téng
藥	lüè
藥	shuò
藥	yào
藦	mò
藦	mó
藧	huàn
藨	biāo
藨	pāo
藩	fán
藩	fān
藪	còu
藪	shǔ
藪	sǒu
藫	tán
藬	tuī
藭	qióng
藮	qiáo
藯	wèi
藰	liú
藰	liǔ
藱	huì
藱	huí
藲	ōu
藳	gǎo
藴	wēn
藴	yùn
藵	bǎo
藶	lì
藷	shǔ
藷	zhū
藸	chú
藸	zhā
藸	zhū
藹	ǎi
藺	lìn
藻	zǎo
藼	xuān
藽	qìn
藾	lài
藿	huò
藿	hé
蘀	tuò
蘀	zé
蘁	wù
蘁	è
蘂	ruǐ
蘃	ruǐ
蘄	jī
蘄	qí
蘄	qín
蘅	héng
蘆	lú
蘇	sū
蘈	tuí
蘉	máng
蘉	méng
蘊	yùn
蘋	pín
蘋	píng
蘌	yǔ
蘍	xūn
蘎	jì
蘏	jiōng
蘐	xuān
蘑	mó
蘒	qiū
蘓	sū
蘔	jiōng
蘕	péng
蘖	bò
蘖	niè
蘗	bì
蘗	bò
蘘	nāng
蘘	ráng
蘘	xiāng
蘙	yì
蘚	xiǎn
蘛	yú
蘜	jú
蘝	liǎn
蘞	liǎn
蘞	xiān
蘟	yǐn
蘠	qiáng
蘡	yīng
蘢	lòng
蘢	lóng
蘢	lǒng
蘣	tǒu
蘤	huā
蘥	yuè
蘦	líng
蘧	jù
蘧	qú
蘨	yáo
蘩	fán
蘪	méi
蘫	hàn
蘫	làn
蘬	guī
蘬	huǐ
蘬	kuī
蘭	lán
蘮	jì
蘯	dàng
蘰	màn
蘱	lèi
蘲	léi
蘳	huī
蘴	fēng
蘴	sōng
蘵	zhī
蘶	wèi
蘷	kuí
蘸	zhàn
蘹	huái
蘺	lí
蘻	jì
蘼	mí
蘽	lěi
蘾	huài
蘿	luó
虀	jī
虁	kuí
虂	lù
虃	jiān
虄	sà
虅	téng
虆	léi
虇	quǎn
虈	xiāo
虉	yì
虊	luán
虋	mén
虌	biē
虍	hū
虎	hù
虎	hǔ
虏	lǔ
虐	nüè
虑	bì
虑	lǜ
虒	sī
虒	tí
虒	xī
虒	zhì
虓	xiāo
虔	qián
處	chù
處	chǔ
處	jù
虖	hù
虖	hú
虖	hū
虗	xū
虘	cuó
虙	fú
虚	xū
虛	xū
虜	lǔ
虝	hǔ
虞	yú
號	hào
號	háo
虠	háo
虠	jiāo
虡	jù
虢	guó
虣	bào
虤	yán
虥	zhàn
虦	zhàn
虧	kuī
虨	bīn
虩	sè
虩	xì
虪	shù
虫	chóng
虫	huǐ
虬	qiú
虭	diāo
虭	dāo
虮	jī
虮	jǐ
虯	qiú
虰	chēng
虰	dīng
虱	shī
虲	xiā
虳	jué
虴	zhé
虵	shé
虵	yě
虶	yū
虷	gān
虷	hán
虸	zǐ
虹	gòng
虹	hòng
虹	hóng
虺	huī
虺	huǐ
虻	méng
虼	gè
虽	suī
虾	xiā
虿	chài
蚀	shí
蚁	yǐ
蚂	mǎ
蚃	xiǎng
蚄	bàng
蚄	fāng
蚅	è
蚆	bā
蚇	chǐ
蚈	qiān
蚉	wén
蚊	wén
蚋	ruì
蚌	bàng
蚌	bèng
蚌	fēng
蚌	pí
蚍	pí
蚎	yuè
蚏	yuè
蚐	jūn
蚑	qí
蚒	tóng
蚓	yǐn
蚔	qí
蚔	zhǐ
蚕	cán
蚕	tiǎn
蚖	wán
蚖	yuán
蚗	jué
蚗	quē
蚘	huì
蚘	huí
蚘	yóu
蚙	qián
蚙	qín
蚚	qí
蚛	zhòng
蚜	yá
蚝	cì
蚝	háo
蚞	mù
蚟	wáng
蚠	fén
蚡	fén
蚢	háng
蚣	gōng
蚣	zhōng
蚤	zhǎo
蚤	zǎo
蚥	fù
蚥	fǔ
蚦	rán
蚧	jiè
蚨	fú
蚩	chī
蚪	dǒu
蚫	bào
蚫	páo
蚬	xiǎn
蚭	ní
蚮	dài
蚯	qiū
蚰	yóu
蚰	zhú
蚱	zhà
蚲	píng
蚳	chí
蚳	chī
蚳	dì
蚴	niù
蚴	yòu
蚴	yǒu
蚵	hé
蚵	kè
蚶	hán
蚶	hān
蚷	jù
蚸	lì
蚹	fù
蚺	rán
蚺	tiàn
蚻	zhá
蚼	gǒu
蚼	qú
蚼	xù
蚽	pí
蚾	bǒ
蚾	pí
蚿	xián
蛀	zhù
蛁	diāo
蛂	bié
蛃	bǐng
蛄	gū
蛄	gǔ
蛅	zhān
蛆	jū
蛆	qū
蛇	chí
蛇	shé
蛇	tuó
蛇	yí
蛈	tiě
蛉	líng
蛊	gǔ
蛋	dàn
蛌	gǔ
蛍	yíng
蛎	lì
蛏	chēng
蛐	qū
蛑	máo
蛑	móu
蛒	gé
蛒	luò
蛓	cì
蛔	huí
蛕	huí
蛕	huǐ
蛖	bàng
蛖	máng
蛗	fù
蛘	yáng
蛘	yǎng
蛙	jué
蛙	wā
蛚	liè
蛛	zhū
蛜	yī
蛝	xián
蛞	kuò
蛞	shé
蛟	jiāo
蛠	lì
蛡	xǔ
蛡	yì
蛢	píng
蛣	jié
蛣	qiè
蛣	qī
蛤	gé
蛤	há
蛤	hā
蛤	é
蛥	shé
蛦	yí
蛧	wǎng
蛨	mò
蛩	gǒng
蛩	qióng
蛪	ní
蛪	qiè
蛫	guǐ
蛬	qióng
蛭	zhì
蛮	mán
蛯	lǎo
蛰	zhé
蛱	jiá
蛲	náo
蛳	sī
蛴	qí
蛵	xīng
蛶	jiè
蛷	qiú
蛸	shāo
蛸	xiāo
蛹	yǒng
蛺	jiá
蛻	tuì
蛼	chē
蛽	bèi
蛾	yǐ
蛾	é
蛿	hàn
蜀	shǔ
蜁	xuán
蜂	fēng
蜃	shèn
蜄	shèn
蜄	zhèn
蜅	fǔ
蜅	pú
蜆	xiàn
蜆	xiǎn
蜇	zhé
蜇	zhē
蜈	wú
蜉	fú
蜊	lí
蜋	liáng
蜋	láng
蜌	bì
蜍	chú
蜍	yú
蜎	xuān
蜎	yuān
蜏	yǒu
蜐	jié
蜑	dàn
蜒	dàn
蜒	yàn
蜒	yán
蜓	diàn
蜓	tíng
蜔	diàn
蜕	tuì
蜕	yuè
蜖	huí
蜗	wō
蜘	zhī
蜙	sōng
蜚	bèi
蜚	fēi
蜚	fěi
蜚	pèi
蜛	jū
蜜	mì
蜝	qí
蜞	qí
蜟	yù
蜠	jùn
蜡	jí
蜡	là
蜡	qù
蜡	zhà
蜢	mèng
蜢	měng
蜣	qiāng
蜤	sī
蜤	xī
蜥	xī
蜦	lún
蜦	lǔn
蜧	lì
蜨	dié
蜩	diào
蜩	tiáo
蜪	táo
蜫	kūn
蜬	hán
蜭	hàn
蜮	guō
蜮	yù
蜯	bàng
蜰	fèi
蜰	féi
蜱	miáo
蜱	pí
蜲	wēi
蜲	wěi
蜳	dūn
蜳	tūn
蜴	xí
蜴	yì
蜵	yuān
蜵	yūn
蜶	suò
蜷	juǎn
蜷	quán
蜸	qiǎn
蜹	ruì
蜹	wèi
蜺	ní
蜻	jīng
蜻	qīng
蜼	tóng
蜼	wèi
蜼	wěi
蜽	liǎng
蜾	guǒ
蜾	luǒ
蜿	wān
蜿	wǎn
蝀	dōng
蝁	è
蝂	bǎn
蝃	dì
蝃	zhuō
蝄	wǎng
蝅	cán
蝆	yǎng
蝇	yíng
蝈	guō
蝉	chán
蝊	dìng
蝋	là
蝌	kē
蝍	jié
蝍	jí
蝎	hé
蝎	xiē
蝏	tíng
蝐	mào
蝑	xiè
蝑	xū
蝒	mián
蝓	yú
蝔	jiē
蝕	lì
蝕	lóng
蝕	shí
蝖	xuān
蝗	huáng
蝘	yǎn
蝙	biān
蝙	pián
蝚	náo
蝚	róu
蝛	wēi
蝜	fù
蝝	yuán
蝝	yuān
蝞	mèi
蝟	wèi
蝠	fú
蝡	ruǎn
蝡	rú
蝢	xié
蝣	yóu
蝤	jiū
蝤	qiú
蝤	yóu
蝥	máo
蝥	wù
蝥	wú
蝦	há
蝦	jiǎ
蝦	xiā
蝧	yīng
蝨	shī
蝩	chóng
蝩	zhōng
蝪	tāng
蝫	zhū
蝬	zōng
蝭	chí
蝭	tí
蝮	fù
蝯	yuán
蝰	kuí
蝱	méng
蝲	là
蝳	dài
蝳	dú
蝴	hú
蝵	qiū
蝶	dié
蝶	tiē
蝷	lì
蝷	xí
蝸	guǒ
蝸	luó
蝸	wō
蝹	yūn
蝹	ǎo
蝺	qǔ
蝺	yǔ
蝻	nǎn
蝼	lóu
蝽	chūn
蝾	róng
蝿	yíng
螀	jiāng
螁	ban
螂	láng
螃	bǎng
螃	páng
螄	sī
螅	cì
螅	xī
螆	cì
螇	qī
螇	xī
螈	yuán
螉	wēng
螊	lián
螋	sōu
螌	bān
